ID,Kp_Level,Kp_Range,Bz_Level,Bz_Range,Bt_Level,Bt_Range,Speed_Level,Speed_Range,Density_Level,Density_Range,Aurora_Probability_%,Aurora_Type,Aurora_Colors,Aurora_Structure,Latitude_Reach_°,Duration_Hours,Verdict_Category,Physics_Flag,Physics_Notes,Likelihood,Alert_Level,Viewing_Tip
87,Quiet,0-2,Strong Northward,>+10 nT,Strong,15-25 nT,Fast,500-650 km/s,Low,3-7 p/cm³,0.7,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
88,Quiet,0-2,Strong Northward,>+10 nT,Strong,15-25 nT,Fast,500-650 km/s,Normal,7-15 p/cm³,0.8,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
89,Quiet,0-2,Strong Northward,>+10 nT,Strong,15-25 nT,Fast,500-650 km/s,High,15-25 p/cm³,0.9,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
90,Quiet,0-2,Strong Northward,>+10 nT,Strong,15-25 nT,Fast,500-650 km/s,Very High,>25 p/cm³,0.9,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
91,Quiet,0-2,Strong Northward,>+10 nT,Strong,15-25 nT,Very Fast,650-800 km/s,Very Low,<3 p/cm³,0.9,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
92,Quiet,0-2,Strong Northward,>+10 nT,Strong,15-25 nT,Very Fast,650-800 km/s,Low,3-7 p/cm³,0.9,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
93,Quiet,0-2,Strong Northward,>+10 nT,Strong,15-25 nT,Very Fast,650-800 km/s,Normal,7-15 p/cm³,1.0,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
94,Quiet,0-2,Strong Northward,>+10 nT,Strong,15-25 nT,Very Fast,650-800 km/s,High,15-25 p/cm³,1.1,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
95,Quiet,0-2,Strong Northward,>+10 nT,Strong,15-25 nT,Very Fast,650-800 km/s,Very High,>25 p/cm³,1.1,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
96,Quiet,0-2,Strong Northward,>+10 nT,Strong,15-25 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,1.1,,,,>70°,0,⚫ NO AURORA,⚠️ RARE BUT POSSIBLE,RARE: Extreme speed with low density (rarefied HSS),Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
97,Quiet,0-2,Strong Northward,>+10 nT,Strong,15-25 nT,Extreme,>800 km/s,Low,3-7 p/cm³,1.1,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
98,Quiet,0-2,Strong Northward,>+10 nT,Strong,15-25 nT,Extreme,>800 km/s,Normal,7-15 p/cm³,1.2,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
99,Quiet,0-2,Strong Northward,>+10 nT,Strong,15-25 nT,Extreme,>800 km/s,High,15-25 p/cm³,1.3,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
100,Quiet,0-2,Strong Northward,>+10 nT,Strong,15-25 nT,Extreme,>800 km/s,Very High,>25 p/cm³,1.4,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
101,Quiet,0-2,Strong Northward,>+10 nT,Very Strong,>25 nT,Slow,<400 km/s,Very Low,<3 p/cm³,0.5,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
102,Quiet,0-2,Strong Northward,>+10 nT,Very Strong,>25 nT,Slow,<400 km/s,Low,3-7 p/cm³,0.5,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
103,Quiet,0-2,Strong Northward,>+10 nT,Very Strong,>25 nT,Slow,<400 km/s,Normal,7-15 p/cm³,0.5,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
104,Quiet,0-2,Strong Northward,>+10 nT,Very Strong,>25 nT,Slow,<400 km/s,High,15-25 p/cm³,0.6,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
105,Quiet,0-2,Strong Northward,>+10 nT,Very Strong,>25 nT,Slow,<400 km/s,Very High,>25 p/cm³,0.6,,,,>70°,0,⚫ NO AURORA,⚠️ RARE BUT POSSIBLE,UNUSUAL: High density with slow speed,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
106,Quiet,0-2,Strong Northward,>+10 nT,Very Strong,>25 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,0.6,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
107,Quiet,0-2,Strong Northward,>+10 nT,Very Strong,>25 nT,Moderate,400-500 km/s,Low,3-7 p/cm³,0.6,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
108,Quiet,0-2,Strong Northward,>+10 nT,Very Strong,>25 nT,Moderate,400-500 km/s,Normal,7-15 p/cm³,0.7,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
109,Quiet,0-2,Strong Northward,>+10 nT,Very Strong,>25 nT,Moderate,400-500 km/s,High,15-25 p/cm³,0.7,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
110,Quiet,0-2,Strong Northward,>+10 nT,Very Strong,>25 nT,Moderate,400-500 km/s,Very High,>25 p/cm³,0.8,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
111,Quiet,0-2,Strong Northward,>+10 nT,Very Strong,>25 nT,Fast,500-650 km/s,Very Low,<3 p/cm³,0.8,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
112,Quiet,0-2,Strong Northward,>+10 nT,Very Strong,>25 nT,Fast,500-650 km/s,Low,3-7 p/cm³,0.8,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
113,Quiet,0-2,Strong Northward,>+10 nT,Very Strong,>25 nT,Fast,500-650 km/s,Normal,7-15 p/cm³,0.9,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
114,Quiet,0-2,Strong Northward,>+10 nT,Very Strong,>25 nT,Fast,500-650 km/s,High,15-25 p/cm³,1.0,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
115,Quiet,0-2,Strong Northward,>+10 nT,Very Strong,>25 nT,Fast,500-650 km/s,Very High,>25 p/cm³,1.0,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
116,Quiet,0-2,Strong Northward,>+10 nT,Very Strong,>25 nT,Very Fast,650-800 km/s,Very Low,<3 p/cm³,1.0,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
117,Quiet,0-2,Strong Northward,>+10 nT,Very Strong,>25 nT,Very Fast,650-800 km/s,Low,3-7 p/cm³,1.0,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
118,Quiet,0-2,Strong Northward,>+10 nT,Very Strong,>25 nT,Very Fast,650-800 km/s,Normal,7-15 p/cm³,1.1,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
119,Quiet,0-2,Strong Northward,>+10 nT,Very Strong,>25 nT,Very Fast,650-800 km/s,High,15-25 p/cm³,1.2,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
120,Quiet,0-2,Strong Northward,>+10 nT,Very Strong,>25 nT,Very Fast,650-800 km/s,Very High,>25 p/cm³,1.2,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
121,Quiet,0-2,Strong Northward,>+10 nT,Very Strong,>25 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,1.2,,,,>70°,0,⚫ NO AURORA,⚠️ RARE BUT POSSIBLE,RARE: Extreme speed with low density (rarefied HSS),Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
122,Quiet,0-2,Strong Northward,>+10 nT,Very Strong,>25 nT,Extreme,>800 km/s,Low,3-7 p/cm³,1.3,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
123,Quiet,0-2,Strong Northward,>+10 nT,Very Strong,>25 nT,Extreme,>800 km/s,Normal,7-15 p/cm³,1.4,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
124,Quiet,0-2,Strong Northward,>+10 nT,Very Strong,>25 nT,Extreme,>800 km/s,High,15-25 p/cm³,1.5,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
125,Quiet,0-2,Strong Northward,>+10 nT,Very Strong,>25 nT,Extreme,>800 km/s,Very High,>25 p/cm³,1.6,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
126,Quiet,0-2,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Slow,<400 km/s,Very Low,<3 p/cm³,0.9,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
127,Quiet,0-2,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Slow,<400 km/s,Low,3-7 p/cm³,1.0,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
128,Quiet,0-2,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Slow,<400 km/s,Normal,7-15 p/cm³,1.0,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
129,Quiet,0-2,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Slow,<400 km/s,High,15-25 p/cm³,1.1,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
130,Quiet,0-2,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Slow,<400 km/s,Very High,>25 p/cm³,1.2,,,,>70°,0,⚫ NO AURORA,⚠️ RARE BUT POSSIBLE,UNUSUAL: High density with slow speed,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
131,Quiet,0-2,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,1.1,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
132,Quiet,0-2,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Moderate,400-500 km/s,Low,3-7 p/cm³,1.2,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
133,Quiet,0-2,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Moderate,400-500 km/s,Normal,7-15 p/cm³,1.3,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
134,Quiet,0-2,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Moderate,400-500 km/s,High,15-25 p/cm³,1.4,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
135,Quiet,0-2,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Moderate,400-500 km/s,Very High,>25 p/cm³,1.5,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
136,Quiet,0-2,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Fast,500-650 km/s,Very Low,<3 p/cm³,1.5,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
137,Quiet,0-2,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Fast,500-650 km/s,Low,3-7 p/cm³,1.6,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
138,Quiet,0-2,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Fast,500-650 km/s,Normal,7-15 p/cm³,1.7,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
139,Quiet,0-2,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Fast,500-650 km/s,High,15-25 p/cm³,1.8,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
140,Quiet,0-2,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Fast,500-650 km/s,Very High,>25 p/cm³,1.9,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
141,Quiet,0-2,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,Very Low,<3 p/cm³,1.8,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
142,Quiet,0-2,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,Low,3-7 p/cm³,1.9,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
143,Quiet,0-2,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,Normal,7-15 p/cm³,2.0,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
144,Quiet,0-2,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,High,15-25 p/cm³,2.2,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
145,Quiet,0-2,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,Very High,>25 p/cm³,2.3,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
146,Quiet,0-2,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,2.3,,,,>70°,0,⚫ NO AURORA,⚠️ RARE BUT POSSIBLE,RARE: Extreme speed with low density (rarefied HSS),Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
147,Quiet,0-2,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Extreme,>800 km/s,Low,3-7 p/cm³,2.4,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
148,Quiet,0-2,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Extreme,>800 km/s,Normal,7-15 p/cm³,2.5,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
149,Quiet,0-2,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Extreme,>800 km/s,High,15-25 p/cm³,2.8,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
150,Quiet,0-2,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Extreme,>800 km/s,Very High,>25 p/cm³,2.9,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
151,Quiet,0-2,Weak Northward,0 to +10 nT,Weak,5-10 nT,Slow,<400 km/s,Very Low,<3 p/cm³,1.1,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
152,Quiet,0-2,Weak Northward,0 to +10 nT,Weak,5-10 nT,Slow,<400 km/s,Low,3-7 p/cm³,1.1,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
153,Quiet,0-2,Weak Northward,0 to +10 nT,Weak,5-10 nT,Slow,<400 km/s,Normal,7-15 p/cm³,1.2,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
154,Quiet,0-2,Weak Northward,0 to +10 nT,Weak,5-10 nT,Slow,<400 km/s,High,15-25 p/cm³,1.3,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
155,Quiet,0-2,Weak Northward,0 to +10 nT,Weak,5-10 nT,Slow,<400 km/s,Very High,>25 p/cm³,1.4,,,,>70°,0,⚫ NO AURORA,⚠️ RARE BUT POSSIBLE,UNUSUAL: High density with slow speed,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
156,Quiet,0-2,Weak Northward,0 to +10 nT,Weak,5-10 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,1.4,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
157,Quiet,0-2,Weak Northward,0 to +10 nT,Weak,5-10 nT,Moderate,400-500 km/s,Low,3-7 p/cm³,1.4,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
158,Quiet,0-2,Weak Northward,0 to +10 nT,Weak,5-10 nT,Moderate,400-500 km/s,Normal,7-15 p/cm³,1.5,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
159,Quiet,0-2,Weak Northward,0 to +10 nT,Weak,5-10 nT,Moderate,400-500 km/s,High,15-25 p/cm³,1.7,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
160,Quiet,0-2,Weak Northward,0 to +10 nT,Weak,5-10 nT,Moderate,400-500 km/s,Very High,>25 p/cm³,1.7,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
161,Quiet,0-2,Weak Northward,0 to +10 nT,Weak,5-10 nT,Fast,500-650 km/s,Very Low,<3 p/cm³,1.8,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
162,Quiet,0-2,Weak Northward,0 to +10 nT,Weak,5-10 nT,Fast,500-650 km/s,Low,3-7 p/cm³,1.9,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
163,Quiet,0-2,Weak Northward,0 to +10 nT,Weak,5-10 nT,Fast,500-650 km/s,Normal,7-15 p/cm³,2.0,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
164,Quiet,0-2,Weak Northward,0 to +10 nT,Weak,5-10 nT,Fast,500-650 km/s,High,15-25 p/cm³,2.1,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
165,Quiet,0-2,Weak Northward,0 to +10 nT,Weak,5-10 nT,Fast,500-650 km/s,Very High,>25 p/cm³,2.2,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
166,Quiet,0-2,Weak Northward,0 to +10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,Very Low,<3 p/cm³,2.2,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
167,Quiet,0-2,Weak Northward,0 to +10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,Low,3-7 p/cm³,2.3,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
168,Quiet,0-2,Weak Northward,0 to +10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,Normal,7-15 p/cm³,2.4,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
169,Quiet,0-2,Weak Northward,0 to +10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,High,15-25 p/cm³,2.6,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
170,Quiet,0-2,Weak Northward,0 to +10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,Very High,>25 p/cm³,2.8,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
171,Quiet,0-2,Weak Northward,0 to +10 nT,Weak,5-10 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,2.7,,,,>70°,0,⚫ NO AURORA,⚠️ RARE BUT POSSIBLE,RARE: Extreme speed with low density (rarefied HSS),Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
172,Quiet,0-2,Weak Northward,0 to +10 nT,Weak,5-10 nT,Extreme,>800 km/s,Low,3-7 p/cm³,2.8,,,,>70°,0,⚫ NO AURORA,✅ PHYSICALLY VALID,Normal conditions,Very unlikely (0-10%),QUIET: No Activity,"Possible Theta Aurora (polar cap only, >75° latitude)"
